date,new_cases,new_deaths,cumulative_cases,cumulative_deaths
2023-06-03,12574.0,181.0,766458101.0,6943995.0
2023-06-04,48853.0,795.0,766506864.0,6944790.0
2023-06-05,104522.0,323.0,766611386.0,6945113.0
2023-06-06,7966.0,761.0,766619352.0,6945874.0
2023-06-07,32635.0,98.0,766651987.0,6945967.0
2023-06-08,22513.0,78.0,766674500.0,6946045.0
2023-06-09,25419.0,81.0,766699919.0,6946126.0
2023-06-10,29591.0,128.0,766729508.0,6946254.0
2023-06-11,57944.0,925.0,766787452.0,6947179.0
2023-06-12,81906.0,212.0,766869358.0,6947391.0
2023-06-13,11117.0,713.0,766880475.0,6948104.0
2023-06-14,4642.0,53.0,766885117.0,6948157.0
2023-06-15,4149.0,68.0,766889266.0,6948225.0
2023-06-16,3882.0,62.0,766893148.0,6948287.0
2023-06-17,6820.0,125.0,766899968.0,6948412.0
2023-06-18,30408.0,623.0,766930376.0,6949035.0
2023-06-19,157578.0,205.0,767087954.0,6949240.0
2023-06-20,5571.0,664.0,767093525.0,6949904.0
2023-06-21,3506.0,47.0,767097031.0,6949951.0
2023-06-22,3096.0,42.0,767100127.0,6949993.0
2023-06-23,4479.0,40.0,767104606.0,6950033.0
2023-06-24,4449.0,161.0,767109055.0,6950194.0
2023-06-25,26358.0,409.0,767135413.0,6950603.0
2023-06-26,151023.0,186.0,767286436.0,6950789.0
2023-06-27,5023.0,623.0,767291459.0,6951412.0
2023-06-28,2528.0,36.0,767293987.0,6951448.0
2023-06-29,2418.0,34.0,767296405.0,6951482.0
2023-06-30,2594.0,18.0,767298999.0,6951500.0
2023-07-01,3336.0,73.0,767302335.0,6951573.0
2023-07-02,9564.0,171.0,767311899.0,6951744.0
2023-07-03,160424.0,259.0,767471771.0,6952003.0
2023-07-04,8868.0,570.0,767480639.0,6952573.0
2023-07-05,1771.0,25.0,767482410.0,6952598.0
2023-07-06,1773.0,21.0,767484183.0,6952619.0
2023-07-07,1741.0,23.0,767485924.0,6952642.0
2023-07-08,2666.0,47.0,767488590.0,6952689.0
2023-07-09,5684.0,125.0,767494274.0,6952814.0
2023-07-10,184208.0,138.0,767678482.0,6952952.0
2023-07-11,3894.0,579.0,767682271.0,6953531.0
2023-07-12,1959.0,33.0,767684230.0,6953564.0
2023-07-13,1767.0,17.0,767685997.0,6953581.0
2023-07-14,1778.0,18.0,767687775.0,6953599.0
2023-07-15,2201.0,50.0,767689976.0,6953649.0
2023-07-16,5763.0,97.0,767695739.0,6953746.0
2023-07-17,231312.0,218.0,767927051.0,6953888.0
2023-07-18,3760.0,623.0,767930811.0,6954511.0
2023-07-19,2024.0,26.0,767932835.0,6954537.0
2023-07-20,1928.0,25.0,767934762.0,6954562.0
2023-07-21,1971.0,20.0,767936733.0,6954582.0
2023-07-22,2553.0,23.0,767939286.0,6954605.0
2023-07-23,6601.0,83.0,767945887.0,6954688.0
2023-07-24,291451.0,234.0,768237338.0,6954922.0
2023-07-25,7119.0,660.0,768244457.0,6955582.0
2023-07-26,2275.0,20.0,768246732.0,6955602.0
2023-07-27,2159.0,20.0,768248891.0,6955622.0
2023-07-28,2199.0,30.0,768251090.0,6955652.0
2023-07-29,2730.0,29.0,768253796.0,6955681.0
2023-07-30,9089.0,109.0,768262884.0,6955790.0
2023-07-31,337502.0,307.0,768600386.0,6956097.0
2023-08-01,339811.0,778.0,768940197.0,6956875.0
2023-08-02,3028.0,237.0,768943225.0,6957112.0
2023-08-03,2886.0,38.0,768946111.0,6957150.0
2023-08-04,3127.0,39.0,768949238.0,6957189.0
2023-08-05,3446.0,39.0,768952684.0,6957228.0
2023-08-06,11868.0,130.0,768964552.0,6957358.0
2023-08-07,36900.0,118.0,769001452.0,6957476.0
2023-08-08,71153.0,928.0,769072605.0,6958374.0
2023-08-09,3300.0,43.0,769075745.0,6958417.0
2023-08-10,3029.0,31.0,769078774.0,6958448.0
2023-08-11,3290.0,36.0,769082064.0,6958484.0
2023-08-12,3777.0,67.0,769085825.0,6958551.0
2023-08-13,12663.0,130.0,769098488.0,6958681.0
2023-08-14,301251.0,293.0,769334660.0,6958974.0
2023-08-15,10446.0,1056.0,769345106.0,6960030.0
2023-08-16,3713.0,39.0,769348819.0,6960069.0
2023-08-17,2991.0,40.0,769351810.0,6960109.0
2023-08-18,4127.0,51.0,769355937.0,6960160.0
2023-08-19,5213.0,64.0,769361150.0,6960224.0
2023-08-20,15943.0,139.0,769377093.0,6960363.0
2023-08-21,304165.0,286.0,769681258.0,6960649.0
2023-08-22,10912.0,1334.0,769692170.0,6961983.0
2023-08-23,5752.0,51.0,769697922.0,6962034.0
2023-08-24,5231.0,49.0,769703153.0,6962083.0
2023-08-25,4734.0,46.0,769707887.0,6962129.0
2023-08-26,5665.0,67.0,769713552.0,6962196.0
2023-08-27,20399.0,190.0,769733951.0,6962386.0
2023-08-28,278856.0,114.0,770012807.0,6962500.0
2023-08-29,12057.0,1332.0,770024864.0,6963832.0
2023-08-30,6338.0,52.0,770031202.0,6963884.0
2023-08-31,5615.0,59.0,770036817.0,6963943.0
2023-09-01,5820.0,59.0,770042637.0,6964002.0
2023-09-02,6664.0,147.0,770049301.0,6964149.0
2023-09-03,24767.0,161.0,770074068.0,6964310.0
2023-09-04,155100.0,272.0,770229168.0,6964582.0
2023-09-05,15558.0,1493.0,770244726.0,6966075.0
2023-09-06,9295.0,51.0,770254021.0,6966126.0
2023-09-07,8044.0,79.0,770262065.0,6966205.0
2023-09-08,7536.0,82.0,770269601.0,6966287.0
2023-09-09,8478.0,60.0,770278079.0,6966347.0
2023-09-10,29194.0,240.0,770307273.0,6966587.0
2023-09-11,24974.0,164.0,770332247.0,6966751.0
2023-09-12,19541.0,1598.0,770351788.0,6968349.0
2023-09-13,12463.0,62.0,770364251.0,6968411.0
2023-09-14,9898.0,74.0,770374149.0,6968485.0
2023-09-15,8965.0,73.0,770383114.0,6968558.0
2023-09-16,8962.0,77.0,770392076.0,6968635.0
2023-09-17,35773.0,227.0,770427849.0,6968862.0
2023-09-18,23978.0,156.0,770451827.0,6969018.0
2023-09-19,26196.0,1617.0,770478023.0,6970635.0
2023-09-20,12966.0,81.0,770490989.0,6970716.0
2023-09-21,10574.0,79.0,770501557.0,6970795.0
2023-09-22,10920.0,86.0,770512477.0,6970881.0
2023-09-23,9831.0,67.0,770522308.0,6970948.0
2023-09-24,42389.0,267.0,770564697.0,6971215.0
2023-09-25,34493.0,155.0,770599190.0,6971370.0
2023-09-26,31479.0,1724.0,770630669.0,6973094.0
2023-09-27,13618.0,76.0,770644287.0,6973170.0
2023-09-28,12216.0,87.0,770656503.0,6973257.0
2023-09-29,12083.0,87.0,770668586.0,6973344.0
2023-09-30,11437.0,135.0,770680023.0,6973479.0
2023-10-01,42163.0,263.0,770722186.0,6973742.0
2023-10-02,40498.0,308.0,770762684.0,6974050.0
2023-10-03,34524.0,1685.0,770797208.0,6975735.0
2023-10-04,16199.0,88.0,770813407.0,6975823.0
2023-10-05,13276.0,81.0,770826683.0,6975904.0
2023-10-06,11875.0,108.0,770838558.0,6976012.0
2023-10-07,10930.0,102.0,770849488.0,6976114.0
2023-10-08,39849.0,300.0,770889337.0,6976414.0
2023-10-09,35182.0,204.0,770924519.0,6976618.0
2023-10-10,33530.0,1572.0,770958049.0,6978190.0
2023-10-11,13604.0,100.0,770971653.0,6978290.0
2023-10-12,11983.0,108.0,770983636.0,6978398.0
2023-10-13,10525.0,114.0,770994161.0,6978512.0
2023-10-14,9040.0,107.0,771003201.0,6978619.0
2023-10-15,37240.0,362.0,771040434.0,6978981.0
2023-10-16,34756.0,258.0,771075190.0,6979239.0
2023-10-17,35601.0,1698.0,771110791.0,6980937.0
2023-10-18,11398.0,126.0,771122189.0,6981063.0
2023-10-19,9026.0,105.0,771131215.0,6981168.0
2023-10-20,8485.0,128.0,771139700.0,6981296.0
2023-10-21,9183.0,1376.0,771148883.0,6982672.0
2023-10-22,32221.0,363.0,771181104.0,6983035.0
2023-10-23,34398.0,180.0,771215502.0,6983215.0
2023-10-24,42339.0,1532.0,771257841.0,6984747.0
2023-10-25,11393.0,36.0,771269234.0,6984783.0
2023-10-26,9534.0,56.0,771278768.0,6984839.0
2023-10-27,8441.0,51.0,771287209.0,6984890.0
2023-10-28,8416.0,47.0,771295625.0,6984937.0
2023-10-29,27780.0,270.0,771323405.0,6985207.0
2023-10-30,135822.0,878.0,771459227.0,6986090.0
2023-10-31,10185.0,1394.0,771469412.0,6987484.0
2023-11-01,1020.0,3.0,771470432.0,6987487.0
2023-11-02,1016.0,26.0,771471448.0,6987513.0
2023-11-03,704.0,0.0,771472152.0,6987513.0
2023-11-04,1263.0,1.0,771473415.0,6987514.0
2023-11-05,3030.0,70.0,771476445.0,6987584.0
2023-11-06,153560.0,1114.0,771630005.0,6988704.0
2023-11-07,11021.0,1548.0,771641026.0,6990252.0
2023-11-08,822.0,6.0,771641848.0,6990258.0
2023-11-09,888.0,0.0,771642736.0,6990258.0
2023-11-10,734.0,2.0,771643470.0,6990260.0
2023-11-11,1118.0,2.0,771644588.0,6990262.0
2023-11-12,2558.0,39.0,771647146.0,6990301.0
2023-11-13,184649.0,1107.0,771831795.0,6991415.0
2023-11-14,12010.0,1603.0,771843805.0,6993018.0
2023-11-15,865.0,3.0,771844670.0,6993021.0
2023-11-16,948.0,1.0,771845618.0,6993022.0
2023-11-17,827.0,1.0,771846445.0,6993023.0
2023-11-18,1252.0,3.0,771847697.0,6993026.0
2023-11-19,2840.0,30.0,771850537.0,6993056.0
2023-11-20,216502.0,1080.0,772067039.0,6994137.0
2023-11-21,12360.0,1593.0,772079399.0,6995730.0
2023-11-22,77.0,1.0,772079476.0,6995731.0
2023-11-23,227.0,0.0,772079703.0,6995731.0
2023-11-24,134.0,2.0,772079837.0,6995733.0
2023-11-25,860.0,3.0,772080697.0,6995736.0
2023-11-26,3977.0,28.0,772084674.0,6995764.0
2023-11-27,263075.0,1296.0,772347749.0,6997073.0
2023-11-28,10116.0,1910.0,772357865.0,6998983.0
2023-11-29,138.0,0.0,772358003.0,6998983.0
2023-11-30,242.0,2.0,772358245.0,6998985.0
2023-12-01,171.0,0.0,772358416.0,6998985.0
2023-12-02,794.0,14.0,772359210.0,6998999.0
2023-12-03,7184.0,26.0,772366394.0,6999025.0
2023-12-04,306828.0,1429.0,772673222.0,7000459.0
2023-12-05,9778.0,1941.0,772683000.0,7002400.0
2023-12-06,375.0,1.0,772683375.0,7002401.0
2023-12-07,220.0,3.0,772683595.0,7002404.0
2023-12-08,616.0,3.0,772684211.0,7002407.0
2023-12-09,975.0,5.0,772685186.0,7002412.0
2023-12-10,13876.0,24.0,772699062.0,7002436.0
2023-12-11,347883.0,1536.0,773046945.0,7003979.0
2023-12-12,9121.0,1972.0,773056066.0,7005951.0
2023-12-13,262.0,1.0,773056328.0,7005952.0
2023-12-14,1027.0,2.0,773057355.0,7005954.0
2023-12-15,718.0,3.0,773058073.0,7005957.0
2023-12-16,1329.0,8.0,773059402.0,7005965.0
2023-12-17,21435.0,40.0,773080837.0,7006005.0
2023-12-18,320040.0,1442.0,773400877.0,7007457.0
2023-12-19,10436.0,2057.0,773411313.0,7009514.0
2023-12-20,1111.0,7.0,773412424.0,7009521.0
2023-12-21,1245.0,19.0,773413669.0,7009540.0
2023-12-22,1125.0,7.0,773414794.0,7009547.0
2023-12-23,1693.0,14.0,773416487.0,7009561.0
2023-12-24,27155.0,34.0,773443642.0,7009595.0
2023-12-25,227285.0,1338.0,773670927.0,7010941.0
2023-12-26,11205.0,2399.0,773682132.0,7013340.0
2023-12-27,879.0,5.0,773683011.0,7013345.0
2023-12-28,1392.0,7.0,773684403.0,7013352.0
2023-12-29,1248.0,9.0,773685651.0,7013361.0
2023-12-30,1708.0,12.0,773687359.0,7013373.0
2023-12-31,21929.0,43.0,773709288.0,7013416.0
